Name,SMILES
Mol_1,CC#N
Mol_2,CC(=O)O
Mol_3,CC(N)=O
Mol_4,CC=O
Mol_5,CCC#N
Mol_6,CCC(=O)NC
Mol_7,CCC(=O)O
Mol_8,CCC(=O)OC
Mol_9,CCC(N)=O
Mol_10,CCC=O
Mol_11,CCCC#N
Mol_12,CCCC(=O)NC
Mol_13,CCCC(=O)NCC
Mol_14,CCCC(=O)O
Mol_15,CCCC(=O)OC
Mol_16,CCCC(=O)OCC
Mol_17,CCCC(N)=O
Mol_18,CCCC=O
Mol_19,CCCCC#N
Mol_20,CCCCC(=O)NC
Mol_21,CCCCC(=O)NCC
Mol_22,CCCCC(=O)NCCC
Mol_23,CCCCC(=O)O
Mol_24,CCCCC(=O)OC
Mol_25,CCCCC(=O)OCC
